Job title,Salary amount,Salary currency,Conversion ratio,Country,City,State,Reference year,Remote ratio,Company industry,Company size,Education,Experience level,Employment type
Data Scientist,175000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Analyst,84105.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,76095.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
ML Engineer,250000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,140000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,140000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,100000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
ML Engineer,250800.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,167200.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,165000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Engineer,140250.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Scientist,110000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Scientist,90000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Research Engineer,300000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Research Engineer,200000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,155000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,104603.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,279000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Scientist,183000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Scientist,252000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,168000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Analyst,96600.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,55200.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,73756.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,61463.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Engineer,130000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,100000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,167500.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Engineer,106500.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Analytics Engineer,126000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Analytics Engineer,78000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
AI Engineer,800000.0,USD,1.0,CA,,,2024,100.0,,M,,MI,FT
Data Engineer,44382.0,EUR,1.0882787,NL,,,2023,50.0,,L,,EN,FT
Data Analyst,40100.0,EUR,1.0882787,LT,,,2024,0.0,,M,,EN,FT
Data Analyst,28069.0,EUR,1.0882787,LT,,,2024,0.0,,M,,EN,FT
Data Engineer,220000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,137500.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,127660.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,68740.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
ML Engineer,137930.0,USD,1.0,CA,,,2024,0.0,,M,,SE,FT
ML Engineer,74270.0,USD,1.0,CA,,,2024,0.0,,M,,SE,FT
Data Engineer,180500.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,96200.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,266875.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,128250.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
BI Analyst,230000.0,USD,1.0,US,,,2024,0.0,,M,,EX,FT
BI Analyst,176900.0,USD,1.0,US,,,2024,0.0,,M,,EX,FT
Data Scientist,212000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,93300.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
ML Engineer,200000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
ML Engineer,140000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Analyst,80080.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,65400.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
ML Engineer,210000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,178500.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,165000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,115500.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
AI Engineer,242000.0,USD,1.0,EG,,,2024,0.0,,M,,SE,FT
AI Engineer,106200.0,USD,1.0,EG,,,2024,0.0,,M,,SE,FT
Data Engineer,148000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,100000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,160000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,145000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
ML Engineer,180000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,140000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,96600.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,55200.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,85500.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Data Analyst,51000.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Data Engineer,185490.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,134530.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,337300.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,192700.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,205000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,175000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,185900.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,109400.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,200000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
ML Engineer,140000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Engineer,277000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,173000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,210000.0,USD,1.0,US,,,2024,100.0,,M,,EX,FT
Data Engineer,180000.0,USD,1.0,US,,,2024,100.0,,M,,EX,FT
Data Engineer,70000.0,EUR,1.0882787,AT,,,2024,0.0,,M,,MI,FT
Data Engineer,53000.0,EUR,1.0882787,AT,,,2024,0.0,,M,,MI,FT
Data Engineer,200000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Engineer,150000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Analyst,193000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Analyst,156000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
BI Analyst,92000.0,USD,1.0,AU,,,2024,0.0,,M,,EN,FT
BI Analyst,90000.0,USD,1.0,AU,,,2024,0.0,,M,,EN,FT
Analytics Engineer,197000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Analytics Engineer,115000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Analyst,86026.0,EUR,1.0882787,DE,,,2024,100.0,,M,,SE,FT
Data Analyst,71688.0,EUR,1.0882787,DE,,,2024,100.0,,M,,SE,FT
Data Analyst,86146.0,EUR,1.0882787,NL,,,2024,100.0,,M,,SE,FT
Data Analyst,71789.0,EUR,1.0882787,NL,,,2024,100.0,,M,,SE,FT
Data Scientist,170000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,130000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,297000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,138000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,212800.0,USD,1.0,US,,,2024,0.0,,L,,MI,FT
Research Engineer,124100.0,USD,1.0,US,,,2024,0.0,,L,,MI,FT
Data Engineer,160000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,150000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,55720.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,50700.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Analyst,140000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,136000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,195000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,147500.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,195000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,147500.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Research Engineer,300000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Research Engineer,150000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Engineer,154000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,103000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,300000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Research Engineer,150000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
ML Engineer,234000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
ML Engineer,208000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,206000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,175100.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
ML Engineer,324000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,159000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,150895.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,120715.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,300000.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Research Engineer,150000.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Data Scientist,283800.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,234700.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
BI Analyst,86000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
BI Analyst,53000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Scientist,187158.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,116974.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Analytics Engineer,225000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Analytics Engineer,180000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,179000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,112000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,195700.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,97700.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
BI Analyst,100000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
BI Analyst,85000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,119000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Analyst,52100.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
BI Developer,136000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
BI Developer,91536.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,199700.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,165100.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,251250.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,120750.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,240000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Scientist,220000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,160000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,150000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,300000.0,USD,1.0,US,,,2024,100.0,,M,,EX,FT
Data Engineer,220000.0,USD,1.0,US,,,2024,100.0,,M,,EX,FT
Data Analyst,130000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,100000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,170000.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Data Analyst,150000.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Data Analyst,150000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,120000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,247300.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,139800.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,220000.0,USD,1.0,US,,,2024,100.0,,M,,EX,FT
Data Engineer,210000.0,USD,1.0,US,,,2024,100.0,,M,,EX,FT
Research Engineer,116000.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Research Engineer,79000.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Data Scientist,130000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,117000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,172200.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,131200.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Research Engineer,210000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,151800.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,133000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Engineer,58300.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Research Engineer,359400.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Research Engineer,239600.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
BI Analyst,80000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
BI Analyst,70000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Engineer,324100.0,USD,1.0,US,,,2024,0.0,,L,,SE,FT
Data Engineer,166700.0,USD,1.0,US,,,2024,0.0,,L,,SE,FT
Data Engineer,100000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Engineer,80000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Analyst,85000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,75000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,243800.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Scientist,144200.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
ML Engineer,220000.0,USD,1.0,CA,,,2024,0.0,,M,,SE,FT
ML Engineer,200000.0,USD,1.0,CA,,,2024,0.0,,M,,SE,FT
AI Engineer,289000.0,USD,1.0,US,,,2024,100.0,,L,,SE,FT
BI Developer,77826.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
BI Developer,59300.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Scientist,166000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,73100.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Research Engineer,151500.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Research Engineer,101000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
ML Engineer,182000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,164000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Analytics Engineer,132100.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Analytics Engineer,96700.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Manager,98500.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Manager,71500.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
ML Engineer,200800.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,107800.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,106100.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,74300.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,153900.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,112715.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Analytics Engineer,105000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Analytics Engineer,94200.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Manager,171000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Manager,136000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
ML Engineer,221000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,185000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,92700.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Data Analyst,64900.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Data Engineer,126600.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Engineer,80800.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,164845.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,119887.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,93000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,87000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,103500.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Analyst,65600.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
BI Engineer,165600.0,USD,1.0,US,,,2024,0.0,,L,,MI,FT
BI Engineer,65800.0,USD,1.0,US,,,2024,0.0,,L,,MI,FT
Data Scientist,164000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Scientist,152000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Applied Scientist,250000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Applied Scientist,180000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
ML Engineer,202000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
ML Engineer,137000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
ML Engineer,204600.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,84500.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,190000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,151500.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,65000.0,GBP,1.2951632,GB,,,2024,0.0,,M,,MI,FT
Data Engineer,55000.0,GBP,1.2951632,GB,,,2024,0.0,,M,,MI,FT
Data Scientist,168800.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,93800.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,132567.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,96412.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
ML Engineer,309000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,142000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,333500.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,156000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,266875.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,128250.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,191311.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,166358.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Scientist,218500.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Scientist,190000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,70000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Engineer,60000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
ML Engineer,324000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,159000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Analytics Engineer,179000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Analytics Engineer,152000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,235680.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,153040.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,140000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,100000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,187000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Analyst,153000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Engineer,185000.0,USD,1.0,US,,,2024,0.0,,L,,MI,FT
Data Engineer,81000.0,USD,1.0,US,,,2024,0.0,,L,,MI,FT
ML Engineer,290000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,203000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
AI Engineer,142352.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
AI Engineer,95325.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,187000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Analyst,153000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,190000.0,USD,1.0,CA,,,2024,0.0,,M,,SE,FT
Data Scientist,158500.0,USD,1.0,CA,,,2024,0.0,,M,,SE,FT
Data Scientist,240000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,180000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Research Engineer,80000.0,EUR,1.0882787,DE,,,2024,0.0,,L,,EN,CT
Data Engineer,96000.0,EUR,1.0882787,ES,,,2024,100.0,,L,,EX,FT
Data Engineer,96000.0,EUR,1.0882787,ES,,,2024,100.0,,L,,EX,FT
Data Engineer,130500.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,96000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,166000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Scientist,73100.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
ML Engineer,50000.0,GBP,1.2951632,GB,,,2024,0.0,,M,,MI,FT
ML Engineer,40000.0,GBP,1.2951632,GB,,,2024,0.0,,M,,MI,FT
Data Analyst,234000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,146000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,100000.0,GBP,1.2951632,GB,,,2024,0.0,,M,,SE,FT
Data Engineer,100000.0,GBP,1.2951632,GB,,,2024,0.0,,M,,SE,FT
Data Scientist,58800.0,EUR,1.0882787,LT,,,2024,0.0,,M,,SE,FT
Data Scientist,42000.0,EUR,1.0882787,LT,,,2024,0.0,,M,,SE,FT
Data Engineer,105000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,95000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Analyst,60500.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,40300.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Analyst,160000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Analyst,95000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Engineer,152500.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Data Engineer,138200.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Research Engineer,164300.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Research Engineer,104000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,163700.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,109100.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,130000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,100000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,220000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,200000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,115000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Engineer,95000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Analytics Engineer,230000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Analytics Engineer,170000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Analytics Engineer,250000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Analytics Engineer,180700.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Analytics Engineer,136675.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Analytics Engineer,111648.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,65000.0,GBP,1.2951632,GB,,,2024,0.0,,M,,SE,FT
Data Engineer,65000.0,GBP,1.2951632,GB,,,2024,0.0,,M,,SE,FT
ML Engineer,254000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
ML Engineer,200000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,161000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,133200.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Engineer,85000.0,GBP,1.2951632,GB,,,2024,0.0,,M,,MI,FT
Data Engineer,85000.0,GBP,1.2951632,GB,,,2024,0.0,,M,,MI,FT
Research Engineer,160000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
Research Engineer,140000.0,USD,1.0,US,,,2024,0.0,,M,,EN,FT
ML Engineer,223100.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
ML Engineer,126400.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Analytics Engineer,190000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Analytics Engineer,136000.0,USD,1.0,US,,,2024,100.0,,M,,SE,FT
Data Engineer,134400.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Engineer,100000.0,USD,1.0,US,,,2024,0.0,,M,,MI,FT
Data Engineer,246000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Engineer,170000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Research Engineer,198000.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Research Engineer,115000.0,USD,1.0,US,,,2024,100.0,,M,,EN,FT
Data Scientist,150000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Scientist,103000.0,USD,1.0,US,,,2024,100.0,,M,,MI,FT
Data Scientist,170000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Scientist,160000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,175000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,117000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
Data Analyst,85000.0,USD,1.0,US,,,2024,0.0,,M,,SE,FT
